field,topic_title,topic_duration,comment_author,comment_date,comment_text,processing_comment_text
societe,مسافرة تضع مولودة في رحلة جوية للخطوط الملكية,today,رامي علي ,الخميس 31 أكتوبر 2019 - 14:26,زيادة على التهافت من طرف رموز السلطة والسياسة والمال لإحراز الجنسية الأجنبية فهناك ضاهرة اخرى تتمثل في ان كل من له الإمكانيات من مختلف الطبقات يبحث على ان يولد أبناؤه في الخارج لكي ياخذوا الجنسية الأجنبية وهذا يدل على عدة حقائق منها ان مستقبل البلد غير مظمون ودليل على فشل الدولة في نظر هولاء وهذا امر خطير خصوصا اذا كان هولاء من مسؤولي البلد الكبار اذا كيف يعاب على المواطن البسيط اذا اراد الهجرة بطرق الحريك !! الى اين والى متى,زيادة التهافت طرف رموز السلطة والسياسة والمال لإحراز الجنسية الأجنبية فهناك ضاهرة تتمثل الإمكانيات مختلف الطبقات يبحث يولد أبناؤه الخارج ياخذوا الجنسية الأجنبية يدل حقائق مستقبل البلد مظمون ودليل فشل الدولة نظر هولاء امر خطير خصوصا هولاء مسؤولي البلد الكبار يعاب المواطن البسيط اراد الهجرة بطرق الحريك اين والى
societe,مسافرة تضع مولودة في رحلة جوية للخطوط الملكية,today,zaki from germany,الخميس 31 أكتوبر 2019 - 14:28,هنيئا لهذه الام على سلامتها... لكن هذا الطفل لن يغفِر لأمه... التي اضطر.ّت او تقاعست في البقاء في اجمل بلد في العالم رغم قرب مخاضها...المصيبة هي البداية من الصفر لهاذا المولود الضحية.... ابتداءا من المقدم، شهادة الحياة، شهادة الولادة، شهادة السكن، جواز السفر... الترجمة. ووووو..... صراحة قمة البخل و الأنانية....,هنيئا لهذه الام سلامتها الطفل يغف لأمه اضطر تقاعست البقاء اجمل بلد العالم رغم قرب مخاضها المصيبة البداية الصفر لهاذا المولود الضحية ابتداءا المقدم شهادة الحياة شهادة الولادة شهادة السكن جواز السفر الترجمة ووووو قمة البخل الأنانية 
societe,مسافرة تضع مولودة في رحلة جوية للخطوط الملكية,today,من هنا,الخميس 31 أكتوبر 2019 - 14:29,أولا أهنىء الأم والأب بالمولودة اللهم إجعلها لهما فرحة.. ثانيا أتساءل. أين سيتم تسجيل المولودة . في المغرب أو الولايات المتحدة,أولا أهنىء الأم والأب بالمولودة اللهم إجعلها فرحة ثانيا أتساءل سيتم تسجيل المولودة المغرب الولايات المتحدة
societe,مسافرة تضع مولودة في رحلة جوية للخطوط الملكية,today,محمد,الخميس 31 أكتوبر 2019 - 14:29,مبروك للوالدين قدر الله ماشاء فعل,مبروك للوالدين قدر الله ماشاء فعل
societe,مسافرة تضع مولودة في رحلة جوية للخطوط الملكية,today,مواطن,الخميس 31 أكتوبر 2019 - 14:29,غلطات فالحساب ...,غلطات فالحساب 
societe,مسافرة تضع مولودة في رحلة جوية للخطوط الملكية,today,sam,الخميس 31 أكتوبر 2019 - 14:29,Poor child the mother did not calculate properly I m sure she s one of the ppl from the hight society in morocco they all land at a late stage to give birth and hold us citizenship for their kids as they have no faith in our beloved country this time the trick did not work haha,poor child the mother did not calcul properli i m sure she s one of the ppl from the hight societi in morocco they all land at a late stage to give birth and hold us citizenship for their kid as they have no faith in our belov countri thi time the trick did not work haha
societe,مسافرة تضع مولودة في رحلة جوية للخطوط الملكية,today,ماجد واويزغت,الخميس 31 أكتوبر 2019 - 14:36,ما قدر الله شاء فعل المهم على سلامتها,قدر الله شاء فعل المهم سلامتها
societe,مسافرة تضع مولودة في رحلة جوية للخطوط الملكية,today,حسن,الخميس 31 أكتوبر 2019 - 14:40,هذا السفر كان وراءه مشروع الحصول على الجنسية الامريكية. لكن تبخرت الاحلام,السفر وراءه مشروع الحصول الجنسية الامريكية تبخرت الاحلام
societe,مسافرة تضع مولودة في رحلة جوية للخطوط الملكية,today,Issam,الخميس 31 أكتوبر 2019 - 14:45,العيش في المغرب كبلد إسلامي أحسن من الولايات المتحدة ٠ المعيشة في أمريكا حدها الدنيا  وَعَسَى أَنْ تَكْرَهُوا شَيْئًا وَهُوَ خَيْرٌ لَكُمْ,العيش المغرب كبلد إسلامي أحسن الولايات المتحدة ٠ المعيشة أمريكا حدها الدنيا 
societe,مسافرة تضع مولودة في رحلة جوية للخطوط الملكية,today,مغربي حر ,الخميس 31 أكتوبر 2019 - 15:20,مسكينة المولودة ما عندنا الزهر . هي مثل حراك الى اوروبا نجح في المغادرة و لكن قبل الوصول ألقي عليه القبض في البحر .,مسكينة المولودة عندنا الزهر حراك اوروبا نجح المغادرة الوصول ألقي القبض البحر 
societe,مسافرة تضع مولودة في رحلة جوية للخطوط الملكية,today,مغربية مغربية,الخميس 31 أكتوبر 2019 - 15:28,إلى ولدات في بلادها وتمّ كولشي بخير وعلى خير وهي والمولودة ديالها بصحة جيدة أشنو بغات كثر من هادا. تحمد الله و تشكرو. ما عرفتش هاد الناس علاياش تيقلبو؟,ولدات بلادها وتم كولشي بخير خير والمولودة ديالها بصحة جيدة أشنو بغات كثر هادا تحمد الله تشكرو عرفتش هاد الناس علاياش تيقلبو 
societe,مسافرة تضع مولودة في رحلة جوية للخطوط الملكية,today,فضولي,الخميس 31 أكتوبر 2019 - 16:04,حسب علمي كنت سمعت بان المراة الحامل البين حملها يمنع عليها السفر على متن الطاىرة ... امكن المسؤولين مادارو خدمتهم.,علمي كنت سمعت المراة الحامل البين حملها يمنع السفر متن الطاىرة امكن المسؤولين مادارو خدمتهم 
societe,مسافرة تضع مولودة في رحلة جوية للخطوط الملكية,today,التازي,الخميس 31 أكتوبر 2019 - 16:14,انا أريد و أنت تريد و الله سبحانه و تعالى يفعل ما يريد,انا أريد تريد الله سبحانه تعالى يفعل يريد
societe,مسافرة تضع مولودة في رحلة جوية للخطوط الملكية,today,مهاجر,الخميس 31 أكتوبر 2019 - 18:09,مبروك مغربي جديد مرحبا بك اولا لا يجوز للحامل بعد سبعة اشهر الركوب الى الطائرة اولا تانيا قانون الطيران عندما احداهم تلد في الطائرة فله تدكرة الطائرة بدون تمن لمدة طويلة .,مبروك مغربي جديد مرحبا اولا يجوز للحامل اشهر الركوب الطائرة اولا تانيا قانون الطيران احداهم تلد الطائرة فله تدكرة الطائرة بدون تمن لمدة طويلة 
societe,مسافرة تضع مولودة في رحلة جوية للخطوط الملكية,today,الهواري عبدالله,الخميس 31 أكتوبر 2019 - 18:18,سمعت أن كل من في الخطوط الجوية المغربية،يقومون بالتكوين على جميع الظروف والحوادث،وأظن أن هناك إنتقادات وشكاوى للمواطنين،فهل عندكم من يعالج هذه المشاكل،أم أن التكوين عندكم في أشياء،ويغيب في أشياء أخرى،والمظلوم دائما هو ذلك المغربي الزبون.,سمعت الخطوط الجوية المغربية يقومون بالتكوين الظروف والحوادث وأظن إنتقادات وشكاوى للمواطنين فهل عندكم يعالج المشاكل التكوين عندكم أشياء ويغيب أشياء أخرى والمظلوم دائما المغربي الزبون 
societe,مسافرة تضع مولودة في رحلة جوية للخطوط الملكية,today,مهاجر,الخميس 31 أكتوبر 2019 - 18:24,لن يحصل المولود على الجنسية الأمريكية,يحصل المولود الجنسية الأمريكية
societe,مسافرة تضع مولودة في رحلة جوية للخطوط الملكية,today,عبدو,الخميس 31 أكتوبر 2019 - 18:26,إنه الاختراع المغربي في حالة الحراكة . لضمان جنسية وإقامة بالمجان ...على حساب مستر ترامب!!,الاختراع المغربي حالة الحراكة لضمان جنسية وإقامة بالمجان حساب مستر ترامب 
societe,البام يعيد فتح النقاش حول تقنين الاستعمال الطبي للقنب الهندي,today,بلاحدود....,الخميس 31 أكتوبر 2019 - 13:21,فعلا مقترحات حزب البام بخصوص الاستعمالات الطبية و الصناعية و الصحية و التجميلية و غيرها لنبتة القنب الهندي صائبة و يجب فتح نقاش جدي علمي و فقهي و اقتصادي و إجتماعي من أهل العلم و المعرفة و الأكاديميين المتخصصين بشأن استعمالاتها و استخداماتها في الصناعات الطبية الدوائية و تقنينها و تشجيع المستثمرين المغاربة و الأجانب للاستثمار في هاته النبتة التي إن تم استخدامها بشكل معقلن و مقنن ستكون لها فوائد جمة على منطقة الشمال و المغرب إجمالا...,فعلا مقترحات حزب البام بخصوص الاستعمالات الطبية الصناعية الصحية التجميلية غيرها لنبتة القنب الهندي صائبة يجب فتح نقاش جدي علمي فقهي اقتصادي إجتماعي أهل العلم المعرفة الأكاديميين المتخصصين بشأن استعمالاتها استخداماتها الصناعات الطبية الدوائية تقنينها تشجيع المستثمرين المغاربة الأجانب للاستثمار النبتة استخدامها معقلن مقنن فوائد جمة منطقة الشمال المغرب إجمالا 
societe,البام يعيد فتح النقاش حول تقنين الاستعمال الطبي للقنب الهندي,today,نورالدين,الخميس 31 أكتوبر 2019 - 13:26,كملنا مشكل الفقر والبطالة والعنوسة والهدر المدرسي وارتفاع الاسعار بقا لينا غير الكيف و الجنس الرضائي هههههه فهم تسطا,كملنا مشكل الفقر والبطالة والعنوسة والهدر المدرسي وارتفاع الاسعار بقا لينا الكيف الجنس الرضائي هههههه فهم تسطا
societe,البام يعيد فتح النقاش حول تقنين الاستعمال الطبي للقنب الهندي,today,زكرياء ناصري,الخميس 31 أكتوبر 2019 - 13:29,التفكير في تقنين استعمال هذه النبتة السحرية بأبعادها العلمية وخصوصا منها الطبية شيء محمود ومرغوب فيه ومُشَجَّعٌ عليه،أما أنْ يكون وسيلة للتمويه والتغطية على الممارسات اللاقانونية وفتح الأبواب على مصراعيها للإثراء والاستغناء بتدمير العقول والمجتمع فلا ومليارات ألف لا! وحتى يكون النقاش مُثْمِرا ومنتجا وبالتلي التقنين فالأولى أن يتولاَّه أهل العلم والباحثين والخبراء وليس مِمن هم تحت قبة البرلمان مِن أهل الخبرة في إنتاجه وتسويقه عفواً ترويجه.,التفكير تقنين استعمال النبتة السحرية بأبعادها العلمية وخصوصا الطبية شيء محمود ومرغوب وم وسيلة للتمويه والتغطية الممارسات اللاقانونية وفتح الأبواب مصراعيها للإثراء والاستغناء بتدمير العقول والمجتمع ومليارات وحتى النقاش را ومنتجا وبالتلي التقنين فالأولى يتولا أهل العلم والباحثين والخبراء قبة البرلمان أهل الخبرة إنتاجه وتسويقه عفوا ترويجه 
societe,البام يعيد فتح النقاش حول تقنين الاستعمال الطبي للقنب الهندي,today,mohamed,الخميس 31 أكتوبر 2019 - 13:38,بعدو من هده النبتة هي لبقات لينا في هاد لبلاد,بعدو هده النبتة لبقات لينا هاد لبلاد
societe,البام يعيد فتح النقاش حول تقنين الاستعمال الطبي للقنب الهندي,today,Adil,الخميس 31 أكتوبر 2019 - 13:38,بان ليكم غي القنب الهندي مابان ليكم لا صحة لا تعليم ؟صراحة الله ياخذ فيكم الحق يا أحزاب الويل على من تضحكون ؟اليس فيكم رجل رشيد ؟؟؟؟,ليكم غي القنب الهندي مابان ليكم صحة تعليم الله ياخذ فيكم الحق أحزاب الويل تضحكون اليس فيكم رجل رشيد 
societe,البام يعيد فتح النقاش حول تقنين الاستعمال الطبي للقنب الهندي,today,همستردام,الخميس 31 أكتوبر 2019 - 13:50,في هولندا ، يتلقى بعض المرضى الحشيش بوصفة طبية للألم .,هولندا يتلقى المرضى الحشيش بوصفة طبية للألم 
societe,البام يعيد فتح النقاش حول تقنين الاستعمال الطبي للقنب الهندي,today,Aziz,الخميس 31 أكتوبر 2019 - 14:11,Si le maroc veut doubler (voir tripler) le nombre des touristes surtout jeunes il faut legaliser l'ouverture des coffee shops qui servent les joints de ketama.,si le maroc veut doubler voir tripler le nombr de tourist surtout jeun il faut legalis l ouvertur de coffe shop qui servent le joint de ketama 
societe,البام يعيد فتح النقاش حول تقنين الاستعمال الطبي للقنب الهندي,today,القنب الهندي طبي صالح ,الخميس 31 أكتوبر 2019 - 14:12,... على غرار العديد من الدول، ككندا وهولندا والولايات المتحدة الأمريكية وقريبا في فرنسا؟.  نحن دائما تابعين ماما فرنسا....   لقد حان الوقت لتغيير القنون الذي يجرم الفلاحين الذين يزرعون النبت القنب الهندي لغرذ الطبي.  هناك العديد من الفلاحين في السجون وهناك الكثير من الفلاحين الذين لا يسطتعون الذهب إلى الإدارة أو المستشفي بحيث يخافون بالقبض عليهم., غرار العديد الدول ككندا وهولندا والولايات المتحدة الأمريكية وقريبا فرنسا دائما تابعين ماما فرنسا لقد حان لتغيير القنون يجرم الفلاحين يزرعون النبت القنب الهندي لغرذ الطبي العديد الفلاحين السجون وهناك الكثير الفلاحين يسطتعون الذهب الإدارة المستشفي بحيث يخافون بالقبض عليهم 
societe,البام يعيد فتح النقاش حول تقنين الاستعمال الطبي للقنب الهندي,today,Ahmed,الخميس 31 أكتوبر 2019 - 14:15,il y'a des entreprises qui valent des milliards de dollars aux états unis et au canada mexique qui produisent des médicaments  boisson et autres et nous nous avons déja les plantes naturellement et on exploite pas nos richesses comme il faut on attend que les occidentaux nous dictent qu'est ce qu'i faut faire,il y a de entrepris qui valent de milliard de dollar aux état uni et au canada mexiqu qui produis de médicament boisson et autr et nou nou avon déja le plant naturel et on exploit pa no richess comm il faut on attend que le occidentaux nou dictent qu est ce qu i faut fair
societe,البام يعيد فتح النقاش حول تقنين الاستعمال الطبي للقنب الهندي,today,الجلالي,الخميس 31 أكتوبر 2019 - 14:22,هذه الفكرة 7 سنوات وهم يغنون بها وخصوصا نحن نعرف الانتخابات على الابواب ولكن الحزب له مشاكل بينهم اذا قافلتهم السياسية صعيبة جدا للفلاح شعب المغرب واعيا ويعرف ماذا سيفعل .اما الترويجات الخاوية لا تسمن ولا تغني من جوع اللهم اهدي احزابنا العمل الجيد لخدمة الشعب والدولة,الفكرة وهم يغنون وخصوصا نعرف الانتخابات الابواب الحزب مشاكل بينهم قافلتهم السياسية صعيبة للفلاح شعب المغرب واعيا ويعرف سيفعل الترويجات الخاوية تسمن تغني جوع اللهم اهدي احزابنا العمل الجيد لخدمة الشعب والدولة
societe,البام يعيد فتح النقاش حول تقنين الاستعمال الطبي للقنب الهندي,today,HASSAN,الخميس 31 أكتوبر 2019 - 15:11,انا مع تقنين استعمال القنب الهندي سواء طبيا او استهلاكيا لان المغاربة القدامى كانوا يدخنون السيبسي ولم يكن الاجرام والتشرميل الذي نعيشه حاليا بسبب القرقوبي وكان الناس مبردين الاعصاب وليس كاليوم نرى الكل متعصب . فالسجائر اخطر من النبتة المعلومة ولكن مداخيلها تذر على خزينة الدولة الملايير وهذا هو سبب عدم تقنينه,انا تقنين استعمال القنب الهندي سواء طبيا استهلاكيا لان المغاربة القدامى كانوا يدخنون السيبسي يكن الاجرام والتشرميل نعيشه القرقوبي الناس مبردين الاعصاب كاليوم نرى الكل متعصب فالسجائر اخطر النبتة المعلومة مداخيلها تذر خزينة الدولة الملايير سبب تقنينه
societe,البام يعيد فتح النقاش حول تقنين الاستعمال الطبي للقنب الهندي,today,تقنين ضروري,الخميس 31 أكتوبر 2019 - 15:40,الظلاميون معاديش يوافقو على تقنين القنب الهندي ، فحال لي زعما مكاينش في المغرب عاد ايدخل ، راه لا تخلو مدينة واحدة في المغرب من الحشيش، راه دول عظمى قننت هذا المجال و خاص تذخل شركات دولية تاهد محصول المزارعين عوض ما يستافدو المهربين و العصابات الدولية . جنوب اسبانيا كولو تقريبا مبني بأموال النبتة المغربية و حنا كي شي لينا الفتات . لبغى المغرب يزيد فالناتج الاجمالي الخام للبلاد و مضاعفة عدد السياح يجب تقنين هذا المجال . الفلاحين في كتامة سيضمنون مدخولا قارا و لت يظلو خائفين من ملاحقة الدرك و الامن و سيختفي تهريب الحشيش و الفلوس كلها تذخل للخزينة و سيتم فرض ضرائب على هذا المجال و الناس تخدم و الحركة الاقتصادية غادي تتحرك. اما هاكا فنحن نضيع نقط فنسب النمو سنويا بلا فائدة، فالحشيش موجود,الظلاميون معاديش يوافقو تقنين القنب الهندي فحال زعما مكاينش المغرب ايدخل راه تخلو مدينة واحدة المغرب الحشيش راه دول عظمى قننت المجال خاص تذخل شركات دولية تاهد محصول المزارعين يستافدو المهربين العصابات الدولية جنوب اسبانيا كولو تقريبا مبني بأموال النبتة المغربية حنا شي لينا الفتات لبغى المغرب يزيد فالناتج الاجمالي الخام للبلاد مضاعفة السياح يجب تقنين المجال الفلاحين كتامة سيضمنون مدخولا قارا لت يظلو خائفين ملاحقة الدرك الامن سيختفي تهريب الحشيش الفلوس كلها تذخل للخزينة سيتم فرض ضرائب المجال الناس تخدم الحركة الاقتصادية غادي تتحرك هاكا فنحن نضيع نقط فنسب النمو سنويا بلا فائدة فالحشيش موجود
societe,البام يعيد فتح النقاش حول تقنين الاستعمال الطبي للقنب الهندي,today,عابر,الخميس 31 أكتوبر 2019 - 17:02,لقد اصبح مزارعي او فلاحي القن الهندي من افقر الناس بعدما كانوا من ذوي المال الا فئة قليلة وقليلة جدا من اصبح لديه مال وعقارات ومزارع يستنفع منها خارج النطاق (كتامة) للاسف لم يعرفوا استغلال الأموال قبل فأصبحوا نادمين عل ما فات لانهم اهتموا بالزنى والليالي الحمراء وأصبحوا لا شيء أتمنى من الدولة ان تجد حل لتلك الخلية من الناس انهم لا يستطيعون شراء ولو كيلو من السردين,لقد مزارعي فلاحي القن الهندي افقر الناس بعدما كانوا ذوي المال فئة قليلة وقليلة لديه مال وعقارات ومزارع يستنفع خارج النطاق كتامة للاسف يعرفوا استغلال الأموال فأصبحوا نادمين فات لانهم اهتموا بالزنى والليالي الحمراء وأصبحوا شيء أتمنى الدولة تجد حل لتلك الخلية الناس انهم يستطيعون شراء كيلو السردين
societe,البام يعيد فتح النقاش حول تقنين الاستعمال الطبي للقنب الهندي,today,آمين الأمين,الخميس 31 أكتوبر 2019 - 17:16,ناس كاملة تستعملو في أدوية وحنا البلد لي عندو كثرى من هد المنتوج ممستفدينش منو قال ليك تحذير سابق للأمم المتحدة من مخاطر تقنين زراعة هذه النبتة ديك للأمم المتحدة فيها بلاد سميت الولايات المتحدة وتستعمل التقنين ونتوما بقاو زيد على الضعيف فالضريبة كون غير تبيع فيه البلاد قانونيا تدخل كتير من الأموال وحتى الإجرام يقدر ينقص حيت بنسبة لي هو المدخل الإجرام البنازا اول حاجة تبدأ فيها هي الحشيش شكون يكدبني بيعو لينا الحشيش قانونيا وربحو الفلوس تا واحد مضربك على يديك قال ليك سير شريه,ناس كاملة تستعملو أدوية وحنا البلد عندو كثرى هد المنتوج ممستفدينش منو ليك تحذير سابق للأمم المتحدة مخاطر تقنين زراعة النبتة ديك للأمم المتحدة بلاد سميت الولايات المتحدة وتستعمل التقنين ونتوما بقاو زيد الضعيف فالضريبة كون تبيع البلاد قانونيا تدخل كتير الأموال وحتى الإجرام يقدر ينقص حيت بنسبة المدخل الإجرام البنازا حاجة تبدأ الحشيش شكون يكدبني بيعو لينا الحشيش قانونيا وربحو الفلوس تا مضربك يديك ليك سير شريه
societe,البام يعيد فتح النقاش حول تقنين الاستعمال الطبي للقنب الهندي,today,المهدى,الخميس 31 أكتوبر 2019 - 17:49,هذه هي الأحزاب الفاشلة تظن أنها بزراعة الكيف الحشيش ستقضي على الفقر والبطالة والتهميش والحكرة لاكن لا أستغرب فأنتم ربما تتجرون فيها، وإلياس العماري اتهمه ابن عمه الموجود بهولاندا بالاتجار في المخدرات,الأحزاب الفاشلة تظن أنها بزراعة الكيف الحشيش ستقضي الفقر والبطالة والتهميش والحكرة لاكن أستغرب فأنتم ربما تتجرون وإلياس العماري اتهمه ابن عمه الموجود بهولاندا بالاتجار المخدرات
societe,البام يعيد فتح النقاش حول تقنين الاستعمال الطبي للقنب الهندي,today,الهاشمي,الخميس 31 أكتوبر 2019 - 18:12,القنب الهندي الذي يستخلص منه الحشيش، ثروة وطنية يجب الحفاظ عليها وتقنينها وليعلم الجميع أن المغرب يتوفر على ما هو أغلى من البترول وبالتالي عوض أن تبقى قلة قليلة هي المستفيدة من تجارته يجب على المغرب أن يجد الإطار القانوني على المستوى الدولي والوطني لتقنين إستهلاكه والذي سيدر على خزينة الدولة ميزانية طائلة تكفي لإصلاح التعليم والصحة ويشيط الخير.,القنب الهندي يستخلص الحشيش ثروة وطنية يجب الحفاظ وتقنينها وليعلم الجميع المغرب يتوفر أغلى البترول وبالتالي تبقى قلة قليلة المستفيدة تجارته يجب المغرب يجد الإطار القانوني المستوى الدولي والوطني لتقنين إستهلاكه سيدر خزينة الدولة ميزانية طائلة تكفي لإصلاح التعليم والصحة ويشيط الخير 
societe,البام يعيد فتح النقاش حول تقنين الاستعمال الطبي للقنب الهندي,today,Observer,الخميس 31 أكتوبر 2019 - 18:13,هذا كلام فارغ اجدادنا استعملوا الكيف الطبيعي استعمالا معقلنا و اقاموا امبراطوريات يقام و يقعد لها ال جرعات الزائدة القاتلة هي جرعات المخدرات الصلبة التي يريدونها ان تعوض الكيف المحلي السجائر تقتل سنويا الملايين و لا نسمع صوت هذه الهيئة المشوءومة المغرب يمتلك ذهبا اخضرا لا يريدونه ان يستفيد منه ام ا الاستعمال غير الطبي فيستمر مع التقنين او بدونه الحل هو البحث العلمي,كلام فارغ اجدادنا استعملوا الكيف الطبيعي استعمالا معقلنا اقاموا امبراطوريات يقام يقعد ال جرعات الزائدة القاتلة جرعات المخدرات الصلبة يريدونها تعوض الكيف المحلي السجائر تقتل سنويا الملايين نسمع صوت الهيئة المشوءومة المغرب يمتلك ذهبا اخضرا يريدونه يستفيد ام الاستعمال الطبي فيستمر التقنين بدونه الحل البحث العلمي
societe,البام يعيد فتح النقاش حول تقنين الاستعمال الطبي للقنب الهندي,today,عين العقل,الخميس 31 أكتوبر 2019 - 18:24,النبتة تبقى نبتة لكن طريقة التعامل معها واسثتمارها يختلف متلها مثل العنب قد تنتج من زبيبا او نخمرها وننتج منه خمرا فطريقة استعمالنا لها هي من تحدد الحلال والحرام  والقنب الهنذي مهم في المجال الدوائي والصيدلاني اذا احسن استغلاله وتدبيره ليكون قيمة مظافة ومصدر دخل لبعض الفلاحين مع الضرب بيد من حديد مع الاستعمالات الغير طبية أو انتاج المخدرات,النبتة تبقى نبتة طريقة التعامل معها واسثتمارها يختلف متلها العنب تنتج زبيبا نخمرها وننتج خمرا فطريقة استعمالنا تحدد الحلال والحرام والقنب الهنذي مهم المجال الدوائي والصيدلاني احسن استغلاله وتدبيره ليكون قيمة مظافة ومصدر دخل لبعض الفلاحين الضرب حديد الاستعمالات الغير طبية انتاج المخدرات
societe,البام يعيد فتح النقاش حول تقنين الاستعمال الطبي للقنب الهندي,today,صناعة الأعداء,الخميس 31 أكتوبر 2019 - 18:40,هولندا أمريكا اللوكسمبيرغ ومؤخرا فرنسا كل هده قننت القنب الهندي إلا المغرب مصمم على اعتقال الٱلاف في هدا الإطار واش حنا نازلين من كوكب أخر. وإما هاد الناس هادو راهم مكلخين وحدة فالجوج.,هولندا أمريكا اللوكسمبيرغ ومؤخرا فرنسا هده قننت القنب الهندي المغرب مصمم اعتقال الٱلاف هدا الإطار واش حنا نازلين كوكب أخر وإما هاد الناس هادو راهم مكلخين وحدة فالجوج 
societe,سلطات سيدي قاسم تنادي بتنمية الطفولة المبكرة,today,Oujda 48,الخميس 31 أكتوبر 2019 - 14:01,أين تقع سيدي قاسم؟ شكرآ مسبقا على الجواب,تقع سيدي قاسم شكرآ مسبقا الجواب
societe,سلطات سيدي قاسم تنادي بتنمية الطفولة المبكرة,today,سؤال في الصميم,الخميس 31 أكتوبر 2019 - 15:43,جوابا على صاحب التعليق الأول، سيدي قاسم مدينة منكوبة و منسية تعج بالأزبال و البطالة و المرضى العقليين و الطرق المهترئة... وتقع جغرافيا في الهامش، في السطر الأخير، في آخر صفحة من أجندة المسؤولين النائمين في سبات عميق.,جوابا صاحب التعليق الأول سيدي قاسم مدينة منكوبة منسية تعج بالأزبال البطالة المرضى العقليين الطرق المهترئة وتقع جغرافيا الهامش السطر الأخير آخر صفحة أجندة المسؤولين النائمين سبات عميق 
societe,قضاة المملكة يتهمون البيجيدي بتهريب النقاش عن قانون المالية,today,said,الخميس 31 أكتوبر 2019 - 11:12,Merci aux juges pour la défense de l Etat de droit...Cet article 9 va nous replonger dans les temps anciens de La Sibba,merci aux juge pour la défens de l etat de droit cet articl va nou replong dan le temp ancien de la sibba
societe,قضاة المملكة يتهمون البيجيدي بتهريب النقاش عن قانون المالية,today,حسن فرنسا,الخميس 31 أكتوبر 2019 - 11:16,بغض النظر ان حزب الندالة والتعمية ما صدقش الا انه حقا وبالملموس تجاوز نادي قضاة المغرب اكثر من مرة حدوده بل واكثر من مرة تدخل فيما لايعنيه كهيأة نقابية ...وهمه الدفاع عن القضاة ضالمين او مضلومين ...اضف الى ذلك ان قضاة المغرب بعد استقلال القضاء و استقلال مؤسسة النيابة العامة عن وزير العدل (رئيسها السابق) وهو الاستقلال الذي بالمناسبة لم يحدث حتى في فرنسا التي نستنسخ منها القوانين والتنظيم وكل شيء حيث لازال وزير العدل حارس الاختام ورئيس النيابة ...المهم باختصار مند هذا الاستقلال لم نرى احكام عادلة او تحريك لقضايا الفساد المالي والاداري لرؤس كبيرة كما كنا نأمل ...بل راينا فقط حماية القضاة لبعضهم ومناصرتهم لبعضهم ضالمين او مضلومين و تغولهم على غيرهم و خير دليل انه في السابق في السنوات القليلة الماضية التي سبقت استقلال القضاء كنا نسمع كل مرة عن اعتقال او طرد قاضي او وكيل ملك بعد ضبطه متلبسا بالرشوة او استغلال النفوذ وهو الشيء الذي لم نعد نسمع به مند مدة بل انه قبل ايام تمت تبرئة قاضي ضبط متلبس برشوة بالملاين هو وموظفين اثنين معه بعد اقل من 24 ساعة من طرف قاضي زميل له في نفس المحكمة,بغض النظر حزب الندالة والتعمية صدقش وبالملموس تجاوز نادي قضاة المغرب مرة حدوده واكثر مرة تدخل لايعنيه كهيأة نقابية وهمه الدفاع القضاة ضالمين مضلومين اضف قضاة المغرب استقلال القضاء استقلال مؤسسة النيابة العامة وزير العدل رئيسها الاستقلال بالمناسبة يحدث فرنسا نستنسخ القوانين والتنظيم وكل شيء وزير العدل حارس الاختام ورئيس النيابة المهم باختصار مند الاستقلال نرى احكام عادلة تحريك لقضايا الفساد المالي والاداري لرؤس كبيرة كنا نأمل راينا حماية القضاة لبعضهم ومناصرتهم لبعضهم ضالمين مضلومين تغولهم غيرهم خير دليل السنوات القليلة الماضية سبقت استقلال القضاء كنا نسمع مرة اعتقال طرد قاضي وكيل ملك ضبطه متلبسا بالرشوة استغلال النفوذ الشيء نعد نسمع مند مدة تمت تبرئة قاضي ضبط متلبس برشوة بالملاين وموظفين اقل ساعة طرف قاضي زميل المحكمة
societe,قضاة المملكة يتهمون البيجيدي بتهريب النقاش عن قانون المالية,today,محارب للمغلطات,الخميس 31 أكتوبر 2019 - 11:17,لابد أن يعلم الجميع أن كل من أنيط به أمر التفتيش فى أي مجال من المجالات - والأمر هنا لا يقتصر على قضاة السيد جطو فقط الذى أحيه بالمناسبة على ما يقدمه من عمل جاد ومسؤل - لايرقب الا الاختلالات الناجمة عن عدم تطبيق القانون أما ما أدي بنجاح فالمفروض أن يكون كذلك لان المسؤول عن القطاع او المؤسسة ما عين إلا من أجل ذلك.,لابد يعلم الجميع أنيط أمر التفتيش مجال المجالات والأمر يقتصر قضاة السيد جطو أحيه بالمناسبة يقدمه عمل جاد ومسؤل لايرقب الاختلالات الناجمة تطبيق القانون أدي بنجاح فالمفروض لان المسؤول القطاع المؤسسة 
